case_id,timestamp,analyst_id,severity,alert_type,asset_ip,escalated,time_to_close_mins,resolution_notes
CASE-00721,2026-08-19T22:55:00,SOC-A03,Medium,Anomalous Login,10.0.1.10-WEBSERVER,No,15,Correlated with threat intel feed. IOC confirmed. Endpoint isolated and reimaged.
CASE-00643,2026-09-06T01:46:00,SOC-A01,Low,DDoS Indicator,10.0.3.20-PAYMENT-PROC,No,37,Correlated with threat intel feed. IOC confirmed. Endpoint isolated and reimaged.
CASE-00020,2026-08-09T07:03:00,SOC-A01,Low,Policy Violation,10.0.5.10-EMAIL-GW,No,20,Correlated with threat intel feed. IOC confirmed. Endpoint isolated and reimaged.
CASE-00185,2026-09-15T22:05:00,SOC-A03,Low,Data Exfiltration,10.0.4.10-AUTH-SERVER,No,114,Correlated with threat intel feed. IOC confirmed. Endpoint isolated and reimaged.
CASE-00561,2026-09-13T05:39:00,SOC-A02,Medium,Phishing Email,10.0.3.20-PAYMENT-PROC,No,102,Cross-referenced with SIEM correlation rule. Confirmed policy violation. HR notified.
CASE-00782,2026-09-23T06:19:00,SOC-A03,Medium,Malware Detection,10.0.1.10-WEBSERVER,No,72,Cross-referenced with SIEM correlation rule. Confirmed policy violation. HR notified.
CASE-00688,2026-07-25T09:28:00,SOC-A03,Low,Data Exfiltration,10.0.3.20-PAYMENT-PROC,No,69,Analyzed authentication logs. Confirmed brute force from known botnet. IP range blocked.
CASE-00465,2026-09-10T05:43:00,SOC-A01,High,Privilege Escalation,10.0.5.20-VPN-ENDPOINT,Yes,86,Traced lateral movement path. Three additional hosts identified. Full sweep initiated.
CASE-00867,2026-07-17T00:00:00,SOC-A05,High,Phishing Email,10.0.3.10-SWIFT-GATEWAY,No,6,No action required.
CASE-00820,2026-09-18T10:00:00,SOC-A05,High,DDoS Indicator,10.0.3.20-PAYMENT-PROC,No,1,"False positive, closed."
CASE-00258,2026-09-20T07:03:00,SOC-A04,Low,Data Exfiltration,10.0.3.20-PAYMENT-PROC,No,22,Investigated source IP. Confirmed malicious. Blocked at firewall and notified asset owner.
CASE-00822,2026-07-23T20:00:00,SOC-A05,High,DDoS Indicator,10.0.2.51-DB-CUSTOMER,No,2,Duplicate alert.
CASE-00425,2026-07-01T01:24:00,SOC-A02,Medium,Policy Violation,10.0.4.10-AUTH-SERVER,No,62,Analyzed authentication logs. Confirmed brute force from known botnet. IP range blocked.
CASE-00205,2026-07-06T11:34:00,SOC-A02,Low,Policy Violation,10.0.5.20-VPN-ENDPOINT,No,116,Cross-referenced with SIEM correlation rule. Confirmed policy violation. HR notified.
CASE-00321,2026-08-23T09:30:00,SOC-A03,High,Policy Violation,10.0.3.20-PAYMENT-PROC,No,93,Escalated to incident response team. Containment actions initiated.
CASE-00553,2026-08-18T20:24:00,SOC-A01,Low,Lateral Movement,10.0.5.20-VPN-ENDPOINT,No,76,Analyzed authentication logs. Confirmed brute force from known botnet. IP range blocked.
CASE-00680,2026-07-25T03:08:00,SOC-A03,Low,Anomalous Login,10.0.6.10-WORKSTATION-POOL,No,87,Escalated to incident response team. Containment actions initiated.
CASE-00444,2026-08-22T08:24:00,SOC-A04,Medium,Data Exfiltration,10.0.5.10-EMAIL-GW,No,14,Traced lateral movement path. Three additional hosts identified. Full sweep initiated.
CASE-00308,2026-07-30T06:57:00,SOC-A04,High,Malware Detection,10.0.5.10-EMAIL-GW,Yes,99,Traced lateral movement path. Three additional hosts identified. Full sweep initiated.
CASE-00517,2026-09-18T14:53:00,SOC-A03,Low,Anomalous Login,10.0.5.20-VPN-ENDPOINT,No,106,Escalated to incident response team. Containment actions initiated.
CASE-00310,2026-08-20T02:19:00,SOC-A04,Low,DDoS Indicator,10.0.1.20-APPSERVER,No,96,Verified phishing payload in sandbox. User credentials rotated. Awareness alert sent.
CASE-00668,2026-08-02T05:03:00,SOC-A03,Low,Policy Violation,10.0.6.10-WORKSTATION-POOL,No,16,Investigated source IP. Confirmed malicious. Blocked at firewall and notified asset owner.
CASE-00079,2026-09-14T22:53:00,SOC-A03,Medium,Anomalous Login,10.0.1.10-WEBSERVER,No,118,Correlated with threat intel feed. IOC confirmed. Endpoint isolated and reimaged.
CASE-00356,2026-09-25T12:31:00,SOC-A03,Low,Unauthorized Access,10.0.5.20-VPN-ENDPOINT,No,90,Analyzed authentication logs. Confirmed brute force from known botnet. IP range blocked.
CASE-00215,2026-07-05T04:04:00,SOC-A03,Low,Unauthorized Access,10.0.5.20-VPN-ENDPOINT,No,56,Investigated source IP. Confirmed malicious. Blocked at firewall and notified asset owner.
CASE-00438,2026-08-30T09:05:00,SOC-A01,Low,Anomalous Login,10.0.6.10-WORKSTATION-POOL,No,74,Reviewed packet capture. Confirmed false positive due to scheduled backup job.
CASE-00487,2026-07-06T00:54:00,SOC-A02,Low,Phishing Email,10.0.5.20-VPN-ENDPOINT,No,52,Cross-referenced with SIEM correlation rule. Confirmed policy violation. HR notified.
CASE-00544,2026-08-09T15:35:00,SOC-A01,Low,Lateral Movement,10.0.5.20-VPN-ENDPOINT,No,117,Reviewed packet capture. Confirmed false positive due to scheduled backup job.
CASE-00581,2026-09-03T09:21:00,SOC-A03,Critical,Lateral Movement,10.0.6.10-WORKSTATION-POOL,No,167,Cross-referenced with SIEM correlation rule. Confirmed policy violation. HR notified.
CASE-00069,2026-08-23T01:13:00,SOC-A01,High,Unauthorized Access,10.0.4.10-AUTH-SERVER,No,225,Cross-referenced with SIEM correlation rule. Confirmed policy violation. HR notified.
CASE-00280,2026-07-01T00:19:00,SOC-A04,Medium,Unauthorized Access,10.0.5.20-VPN-ENDPOINT,No,78,Escalated to incident response team. Containment actions initiated.
CASE-00846,2026-08-10T19:00:00,SOC-A05,Medium,Phishing Email,10.0.4.10-AUTH-SERVER,No,3,"Known issue, no action."
CASE-00883,2026-07-15T12:00:00,SOC-A02,Critical,Anomalous Login,10.0.3.10-SWIFT-GATEWAY,No,60,Investigated within SLA. Closed.
CASE-00098,2026-07-27T20:13:00,SOC-A02,Low,Data Exfiltration,10.0.1.10-WEBSERVER,No,40,Correlated with threat intel feed. IOC confirmed. Endpoint isolated and reimaged.
CASE-00593,2026-08-16T19:55:00,SOC-A03,Low,Lateral Movement,10.0.5.10-EMAIL-GW,No,40,Cross-referenced with SIEM correlation rule. Confirmed policy violation. HR notified.
CASE-00735,2026-09-18T07:35:00,SOC-A04,Low,Phishing Email,10.0.4.10-AUTH-SERVER,No,18,Escalated to incident response team. Containment actions initiated.
CASE-00095,2026-07-09T12:31:00,SOC-A01,Low,Data Exfiltration,10.0.5.20-VPN-ENDPOINT,No,29,Traced lateral movement path. Three additional hosts identified. Full sweep initiated.
CASE-00761,2026-07-11T04:38:00,SOC-A04,Critical,Unauthorized Access,10.0.1.20-APPSERVER,Yes,222,Escalated to incident response team. Containment actions initiated.
CASE-00640,2026-09-06T19:44:00,SOC-A03,Medium,Anomalous Login,10.0.1.10-WEBSERVER,No,38,Correlated with threat intel feed. IOC confirmed. Endpoint isolated and reimaged.
CASE-00232,2026-08-01T21:25:00,SOC-A01,Low,Policy Violation,10.0.1.10-WEBSERVER,No,30,Analyzed authentication logs. Confirmed brute force from known botnet. IP range blocked.
CASE-00412,2026-07-13T07:42:00,SOC-A01,Low,Privilege Escalation,10.0.5.10-EMAIL-GW,No,107,Analyzed authentication logs. Confirmed brute force from known botnet. IP range blocked.
CASE-00588,2026-07-20T03:07:00,SOC-A04,Critical,DDoS Indicator,10.0.5.20-VPN-ENDPOINT,Yes,187,Investigated source IP. Confirmed malicious. Blocked at firewall and notified asset owner.
CASE-00305,2026-08-17T12:29:00,SOC-A02,Medium,Malware Detection,10.0.5.20-VPN-ENDPOINT,No,48,Investigated source IP. Confirmed malicious. Blocked at firewall and notified asset owner.
CASE-00049,2026-08-04T05:50:00,SOC-A01,High,Privilege Escalation,10.0.4.10-AUTH-SERVER,Yes,150,Cross-referenced with SIEM correlation rule. Confirmed policy violation. HR notified.
CASE-00272,2026-09-06T14:33:00,SOC-A01,High,DDoS Indicator,10.0.1.10-WEBSERVER,No,45,Escalated to incident response team. Containment actions initiated.
CASE-00295,2026-07-13T23:30:00,SOC-A02,High,Unauthorized Access,10.0.3.20-PAYMENT-PROC,Yes,124,Investigated source IP. Confirmed malicious. Blocked at firewall and notified asset owner.
CASE-00220,2026-07-23T22:28:00,SOC-A03,Critical,Malware Detection,10.0.6.10-WORKSTATION-POOL,Yes,200,Traced lateral movement path. Three additional hosts identified. Full sweep initiated.
CASE-00549,2026-08-27T05:11:00,SOC-A02,Medium,Policy Violation,10.0.5.10-EMAIL-GW,No,104,Verified phishing payload in sandbox. User credentials rotated. Awareness alert sent.
CASE-00078,2026-09-13T00:59:00,SOC-A04,Low,Privilege Escalation,10.0.5.20-VPN-ENDPOINT,No,60,Correlated with threat intel feed. IOC confirmed. Endpoint isolated and reimaged.
CASE-00807,2026-07-05T22:00:00,SOC-A05,High,Lateral Movement,10.0.2.50-DB-CORE-BANKING,No,1,"Known issue, no action."
CASE-00651,2026-07-13T01:29:00,SOC-A03,Low,Anomalous Login,10.0.1.20-APPSERVER,No,56,Escalated to incident response team. Containment actions initiated.
CASE-00845,2026-09-07T14:00:00,SOC-A05,Medium,DDoS Indicator,10.0.4.10-AUTH-SERVER,No,4,"Known issue, no action."
CASE-00207,2026-07-06T06:56:00,SOC-A04,Low,DDoS Indicator,10.0.3.20-PAYMENT-PROC,No,114,Cross-referenced with SIEM correlation rule. Confirmed policy violation. HR notified.
CASE-00447,2026-08-05T15:54:00,SOC-A02,Medium,Lateral Movement,10.0.1.10-WEBSERVER,No,27,Cross-referenced with SIEM correlation rule. Confirmed policy violation. HR notified.
CASE-00373,2026-09-02T12:07:00,SOC-A01,Low,Brute Force Attempt,10.0.5.20-VPN-ENDPOINT,No,77,Verified phishing payload in sandbox. User credentials rotated. Awareness alert sent.
CASE-00307,2026-07-11T15:54:00,SOC-A03,Medium,Malware Detection,10.0.6.10-WORKSTATION-POOL,No,82,Investigated source IP. Confirmed malicious. Blocked at firewall and notified asset owner.
CASE-00630,2026-07-21T15:05:00,SOC-A01,Medium,Phishing Email,10.0.3.20-PAYMENT-PROC,No,17,Reviewed packet capture. Confirmed false positive due to scheduled backup job.
CASE-00171,2026-09-27T11:05:00,SOC-A02,Medium,Anomalous Login,10.0.1.10-WEBSERVER,No,65,Analyzed authentication logs. Confirmed brute force from known botnet. IP range blocked.
CASE-00348,2026-07-29T17:18:00,SOC-A04,Low,DDoS Indicator,10.0.4.10-AUTH-SERVER,No,80,Correlated with threat intel feed. IOC confirmed. Endpoint isolated and reimaged.
CASE-00684,2026-09-24T06:48:00,SOC-A04,Low,Anomalous Login,10.0.1.20-APPSERVER,No,120,Cross-referenced with SIEM correlation rule. Confirmed policy violation. HR notified.
CASE-00900,2026-07-10T21:00:00,SOC-A03,High,Brute Force Attempt,10.0.4.10-AUTH-SERVER,No,39,Blocked source IP. Alert closed.
CASE-00831,2026-07-03T07:00:00,SOC-A05,Critical,Unauthorized Access,10.0.6.10-WORKSTATION-POOL,No,3,Duplicate alert.
CASE-00515,2026-07-31T16:50:00,SOC-A03,High,Brute Force Attempt,10.0.5.20-VPN-ENDPOINT,No,207,Analyzed authentication logs. Confirmed brute force from known botnet. IP range blocked.
CASE-00509,2026-07-18T13:38:00,SOC-A03,High,Phishing Email,10.0.5.20-VPN-ENDPOINT,No,209,Escalated to incident response team. Containment actions initiated.
CASE-00345,2026-08-10T14:39:00,SOC-A01,Low,Data Exfiltration,10.0.3.20-PAYMENT-PROC,No,72,Escalated to incident response team. Containment actions initiated.
CASE-00211,2026-07-11T13:38:00,SOC-A03,Critical,Malware Detection,10.0.1.20-APPSERVER,Yes,112,Verified phishing payload in sandbox. User credentials rotated. Awareness alert sent.
CASE-00692,2026-08-11T22:41:00,SOC-A02,Critical,Malware Detection,10.0.6.10-WORKSTATION-POOL,No,213,Correlated with threat intel feed. IOC confirmed. Endpoint isolated and reimaged.
CASE-00708,2026-07-04T14:40:00,SOC-A02,High,Unauthorized Access,10.0.5.20-VPN-ENDPOINT,No,234,Analyzed authentication logs. Confirmed brute force from known botnet. IP range blocked.
CASE-00103,2026-09-27T09:44:00,SOC-A04,Medium,Malware Detection,10.0.3.20-PAYMENT-PROC,No,66,Investigated source IP. Confirmed malicious. Blocked at firewall and notified asset owner.
CASE-00501,2026-09-23T11:45:00,SOC-A02,Medium,Phishing Email,10.0.1.10-WEBSERVER,No,10,Verified phishing payload in sandbox. User credentials rotated. Awareness alert sent.
CASE-00828,2026-07-10T03:00:00,SOC-A05,High,Lateral Movement,10.0.1.20-APPSERVER,No,2,"Known issue, no action."
CASE-00101,2026-08-24T03:34:00,SOC-A03,Low,Data Exfiltration,10.0.1.20-APPSERVER,No,115,Correlated with threat intel feed. IOC confirmed. Endpoint isolated and reimaged.
CASE-00587,2026-07-31T08:13:00,SOC-A02,Low,Anomalous Login,10.0.6.10-WORKSTATION-POOL,No,117,Verified phishing payload in sandbox. User credentials rotated. Awareness alert sent.
CASE-00331,2026-07-14T00:06:00,SOC-A02,Low,Phishing Email,10.0.5.10-EMAIL-GW,No,67,Analyzed authentication logs. Confirmed brute force from known botnet. IP range blocked.
CASE-00400,2026-09-28T19:02:00,SOC-A03,Low,Malware Detection,10.0.6.10-WORKSTATION-POOL,No,28,Escalated to incident response team. Containment actions initiated.
CASE-00585,2026-08-21T21:47:00,SOC-A02,High,Phishing Email,10.0.1.10-WEBSERVER,Yes,151,Escalated to incident response team. Containment actions initiated.
CASE-00387,2026-08-11T07:26:00,SOC-A03,Critical,Phishing Email,10.0.3.20-PAYMENT-PROC,No,49,Correlated with threat intel feed. IOC confirmed. Endpoint isolated and reimaged.
CASE-00325,2026-08-11T12:17:00,SOC-A03,High,Privilege Escalation,10.0.4.10-AUTH-SERVER,No,59,Reviewed packet capture. Confirmed false positive due to scheduled backup job.
CASE-00023,2026-09-05T14:07:00,SOC-A03,Low,Anomalous Login,10.0.1.10-WEBSERVER,No,12,Escalated to incident response team. Containment actions initiated.
CASE-00603,2026-08-29T20:09:00,SOC-A03,High,Anomalous Login,10.0.5.20-VPN-ENDPOINT,No,137,Analyzed authentication logs. Confirmed brute force from known botnet. IP range blocked.
CASE-00481,2026-08-23T21:06:00,SOC-A02,Medium,Malware Detection,10.0.3.20-PAYMENT-PROC,No,63,Correlated with threat intel feed. IOC confirmed. Endpoint isolated and reimaged.
CASE-00713,2026-07-20T20:29:00,SOC-A03,High,Brute Force Attempt,10.0.5.10-EMAIL-GW,Yes,148,Traced lateral movement path. Three additional hosts identified. Full sweep initiated.
CASE-00875,2026-08-05T18:00:00,SOC-A02,Critical,Data Exfiltration,10.0.5.20-VPN-ENDPOINT,No,60,Investigated within SLA. Closed.
CASE-00274,2026-07-12T16:28:00,SOC-A02,High,Policy Violation,10.0.4.10-AUTH-SERVER,Yes,161,Investigated source IP. Confirmed malicious. Blocked at firewall and notified asset owner.
CASE-00432,2026-07-01T13:05:00,SOC-A04,Low,Malware Detection,10.0.5.20-VPN-ENDPOINT,No,35,Investigated source IP. Confirmed malicious. Blocked at firewall and notified asset owner.
CASE-00528,2026-09-19T02:13:00,SOC-A02,Medium,Unauthorized Access,10.0.6.10-WORKSTATION-POOL,No,120,Correlated with threat intel feed. IOC confirmed. Endpoint isolated and reimaged.
CASE-00582,2026-08-18T18:30:00,SOC-A03,High,Policy Violation,10.0.6.10-WORKSTATION-POOL,Yes,228,Investigated source IP. Confirmed malicious. Blocked at firewall and notified asset owner.
CASE-00433,2026-07-27T05:40:00,SOC-A04,Low,Malware Detection,10.0.1.10-WEBSERVER,No,118,Traced lateral movement path. Three additional hosts identified. Full sweep initiated.
CASE-00674,2026-07-29T04:21:00,SOC-A02,High,Unauthorized Access,10.0.5.20-VPN-ENDPOINT,No,52,Escalated to incident response team. Containment actions initiated.
CASE-00472,2026-09-20T13:25:00,SOC-A04,Medium,Brute Force Attempt,10.0.4.10-AUTH-SERVER,No,10,Escalated to incident response team. Containment actions initiated.
CASE-00039,2026-07-17T11:56:00,SOC-A03,Low,Data Exfiltration,10.0.1.20-APPSERVER,No,46,Cross-referenced with SIEM correlation rule. Confirmed policy violation. HR notified.
CASE-00334,2026-07-27T16:30:00,SOC-A04,Low,Policy Violation,10.0.1.10-WEBSERVER,No,102,Verified phishing payload in sandbox. User credentials rotated. Awareness alert sent.
CASE-00552,2026-09-22T10:06:00,SOC-A03,High,Anomalous Login,10.0.5.10-EMAIL-GW,Yes,219,Reviewed packet capture. Confirmed false positive due to scheduled backup job.
CASE-00021,2026-09-07T04:08:00,SOC-A02,Medium,DDoS Indicator,10.0.5.10-EMAIL-GW,No,43,Analyzed authentication logs. Confirmed brute force from known botnet. IP range blocked.
CASE-00174,2026-07-14T04:16:00,SOC-A02,Low,Malware Detection,10.0.5.10-EMAIL-GW,No,107,Reviewed packet capture. Confirmed false positive due to scheduled backup job.
CASE-00346,2026-08-19T17:32:00,SOC-A04,Medium,Policy Violation,10.0.4.10-AUTH-SERVER,No,63,Cross-referenced with SIEM correlation rule. Confirmed policy violation. HR notified.
CASE-00118,2026-09-28T07:36:00,SOC-A04,Low,Phishing Email,10.0.6.10-WORKSTATION-POOL,No,15,Cross-referenced with SIEM correlation rule. Confirmed policy violation. HR notified.
CASE-00313,2026-08-27T15:14:00,SOC-A04,Low,Anomalous Login,10.0.4.10-AUTH-SERVER,No,33,Analyzed authentication logs. Confirmed brute force from known botnet. IP range blocked.
CASE-00068,2026-08-19T22:09:00,SOC-A04,High,DDoS Indicator,10.0.1.10-WEBSERVER,Yes,134,Cross-referenced with SIEM correlation rule. Confirmed policy violation. HR notified.
CASE-00705,2026-08-31T23:44:00,SOC-A03,Medium,Anomalous Login,10.0.6.10-WORKSTATION-POOL,No,64,Verified phishing payload in sandbox. User credentials rotated. Awareness alert sent.
CASE-00087,2026-09-27T15:41:00,SOC-A01,High,Privilege Escalation,10.0.4.10-AUTH-SERVER,Yes,53,Analyzed authentication logs. Confirmed brute force from known botnet. IP range blocked.
CASE-00607,2026-07-22T12:06:00,SOC-A01,Low,Unauthorized Access,10.0.4.10-AUTH-SERVER,No,13,Correlated with threat intel feed. IOC confirmed. Endpoint isolated and reimaged.
CASE-00320,2026-07-18T08:19:00,SOC-A01,Low,Unauthorized Access,10.0.1.20-APPSERVER,No,31,Traced lateral movement path. Three additional hosts identified. Full sweep initiated.
CASE-00664,2026-09-26T11:09:00,SOC-A01,High,Brute Force Attempt,10.0.6.10-WORKSTATION-POOL,No,58,Escalated to incident response team. Containment actions initiated.
CASE-00241,2026-07-10T12:32:00,SOC-A03,Medium,Anomalous Login,10.0.5.10-EMAIL-GW,No,115,Correlated with threat intel feed. IOC confirmed. Endpoint isolated and reimaged.
CASE-00254,2026-09-27T22:31:00,SOC-A03,Low,Malware Detection,10.0.3.20-PAYMENT-PROC,No,46,Analyzed authentication logs. Confirmed brute force from known botnet. IP range blocked.
CASE-00251,2026-09-05T06:35:00,SOC-A04,Low,Unauthorized Access,10.0.5.20-VPN-ENDPOINT,No,77,Verified phishing payload in sandbox. User credentials rotated. Awareness alert sent.
CASE-00678,2026-08-10T02:35:00,SOC-A01,Medium,Phishing Email,10.0.5.20-VPN-ENDPOINT,No,33,Reviewed packet capture. Confirmed false positive due to scheduled backup job.
CASE-00058,2026-08-08T09:13:00,SOC-A03,Medium,Policy Violation,10.0.5.10-EMAIL-GW,No,69,Cross-referenced with SIEM correlation rule. Confirmed policy violation. HR notified.
CASE-00360,2026-08-06T10:35:00,SOC-A04,Medium,Phishing Email,10.0.5.10-EMAIL-GW,No,110,Investigated source IP. Confirmed malicious. Blocked at firewall and notified asset owner.
CASE-00422,2026-09-16T10:58:00,SOC-A02,High,Malware Detection,10.0.5.10-EMAIL-GW,No,193,Cross-referenced with SIEM correlation rule. Confirmed policy violation. HR notified.
CASE-00366,2026-07-16T13:44:00,SOC-A02,Low,Malware Detection,10.0.1.10-WEBSERVER,No,59,Correlated with threat intel feed. IOC confirmed. Endpoint isolated and reimaged.
CASE-00354,2026-09-12T08:54:00,SOC-A01,Medium,Unauthorized Access,10.0.5.20-VPN-ENDPOINT,No,27,Investigated source IP. Confirmed malicious. Blocked at firewall and notified asset owner.
CASE-00439,2026-07-16T14:11:00,SOC-A02,Critical,Data Exfiltration,10.0.1.20-APPSERVER,Yes,236,Investigated source IP. Confirmed malicious. Blocked at firewall and notified asset owner.
CASE-00100,2026-08-06T22:18:00,SOC-A01,High,Lateral Movement,10.0.4.10-AUTH-SERVER,Yes,205,Escalated to incident response team. Containment actions initiated.
CASE-00390,2026-09-11T09:47:00,SOC-A03,Medium,Policy Violation,10.0.4.10-AUTH-SERVER,No,85,Escalated to incident response team. Containment actions initiated.
CASE-00350,2026-08-24T03:47:00,SOC-A02,High,Policy Violation,10.0.6.10-WORKSTATION-POOL,Yes,106,Traced lateral movement path. Three additional hosts identified. Full sweep initiated.
CASE-00641,2026-07-02T06:41:00,SOC-A01,Medium,Brute Force Attempt,10.0.6.10-WORKSTATION-POOL,No,69,Verified phishing payload in sandbox. User credentials rotated. Awareness alert sent.
CASE-00784,2026-09-08T20:19:00,SOC-A04,Medium,Brute Force Attempt,10.0.6.10-WORKSTATION-POOL,No,12,Verified phishing payload in sandbox. User credentials rotated. Awareness alert sent.
CASE-00028,2026-08-21T23:21:00,SOC-A02,High,DDoS Indicator,10.0.1.10-WEBSERVER,Yes,79,Cross-referenced with SIEM correlation rule. Confirmed policy violation. HR notified.
CASE-00598,2026-08-02T17:54:00,SOC-A01,Medium,Data Exfiltration,10.0.4.10-AUTH-SERVER,No,98,Investigated source IP. Confirmed malicious. Blocked at firewall and notified asset owner.
CASE-00760,2026-08-17T05:16:00,SOC-A04,High,Brute Force Attempt,10.0.1.20-APPSERVER,No,76,Verified phishing payload in sandbox. User credentials rotated. Awareness alert sent.
CASE-00829,2026-07-20T06:00:00,SOC-A05,High,Lateral Movement,10.0.4.10-AUTH-SERVER,No,2,"Known issue, no action."
CASE-00358,2026-08-28T15:20:00,SOC-A01,Medium,Policy Violation,10.0.6.10-WORKSTATION-POOL,No,103,Verified phishing payload in sandbox. User credentials rotated. Awareness alert sent.
CASE-00376,2026-09-03T09:40:00,SOC-A04,High,Unauthorized Access,10.0.6.10-WORKSTATION-POOL,No,138,Correlated with threat intel feed. IOC confirmed. Endpoint isolated and reimaged.
CASE-00858,2026-08-03T20:00:00,SOC-A05,High,Malware Detection,10.0.3.20-PAYMENT-PROC,No,9,"False positive, closed."
CASE-00132,2026-09-18T08:43:00,SOC-A02,High,Brute Force Attempt,10.0.6.10-WORKSTATION-POOL,Yes,190,Traced lateral movement path. Three additional hosts identified. Full sweep initiated.
CASE-00047,2026-09-24T03:22:00,SOC-A04,High,Data Exfiltration,10.0.6.10-WORKSTATION-POOL,No,188,Escalated to incident response team. Containment actions initiated.
CASE-00605,2026-09-16T20:25:00,SOC-A03,Low,Anomalous Login,10.0.4.10-AUTH-SERVER,No,105,Cross-referenced with SIEM correlation rule. Confirmed policy violation. HR notified.
CASE-00029,2026-07-18T13:11:00,SOC-A01,Low,DDoS Indicator,10.0.1.20-APPSERVER,No,66,Correlated with threat intel feed. IOC confirmed. Endpoint isolated and reimaged.
CASE-00063,2026-07-29T05:51:00,SOC-A04,Critical,Privilege Escalation,10.0.5.10-EMAIL-GW,No,42,Correlated with threat intel feed. IOC confirmed. Endpoint isolated and reimaged.
CASE-00329,2026-08-16T22:57:00,SOC-A01,High,Phishing Email,10.0.5.10-EMAIL-GW,Yes,57,Reviewed packet capture. Confirmed false positive due to scheduled backup job.
CASE-00292,2026-07-02T06:59:00,SOC-A01,Low,Policy Violation,10.0.5.20-VPN-ENDPOINT,No,105,Escalated to incident response team. Containment actions initiated.
CASE-00785,2026-07-08T10:50:00,SOC-A01,High,DDoS Indicator,10.0.4.10-AUTH-SERVER,No,84,Cross-referenced with SIEM correlation rule. Confirmed policy violation. HR notified.
CASE-00362,2026-07-01T13:12:00,SOC-A03,Critical,Malware Detection,10.0.1.20-APPSERVER,Yes,70,Verified phishing payload in sandbox. User credentials rotated. Awareness alert sent.
CASE-00693,2026-07-15T22:28:00,SOC-A04,Medium,DDoS Indicator,10.0.1.10-WEBSERVER,No,103,Reviewed packet capture. Confirmed false positive due to scheduled backup job.
CASE-00632,2026-08-26T23:12:00,SOC-A03,Low,Data Exfiltration,10.0.4.10-AUTH-SERVER,No,102,Traced lateral movement path. Three additional hosts identified. Full sweep initiated.
